custom_id,input_token_estimate
two_stage_trust_punishment_y2hgu__e1_b_1610,1181
two_stage_trust_punishment_y2hgu__e1_b_1631,1166
two_stage_trust_punishment_y2hgu__e1_b_1698,1133
two_stage_trust_punishment_y2hgu__e1_b_1736,1164
two_stage_trust_punishment_y2hgu__e1_b_1737,1104
two_stage_trust_punishment_y2hgu__e1_b_189,1116
two_stage_trust_punishment_y2hgu__e1_b_1895,1150
two_stage_trust_punishment_y2hgu__e1_b_1896,1147
two_stage_trust_punishment_y2hgu__e1_b_2041,1103
two_stage_trust_punishment_y2hgu__e1_b_2070,1093
two_stage_trust_punishment_y2hgu__e1_b_2179,1127
two_stage_trust_punishment_y2hgu__e1_b_2197,1154
two_stage_trust_punishment_y2hgu__e1_b_2231,1128
two_stage_trust_punishment_y2hgu__e1_b_2318,1111
two_stage_trust_punishment_y2hgu__e1_b_2360,1122
two_stage_trust_punishment_y2hgu__e1_b_2405,1159
two_stage_trust_punishment_y2hgu__e1_b_2408,1099
two_stage_trust_punishment_y2hgu__e1_b_242,1111
two_stage_trust_punishment_y2hgu__e1_b_2431,1132
two_stage_trust_punishment_y2hgu__e1_b_2440,1107
two_stage_trust_punishment_y2hgu__e1_b_2461,1108
two_stage_trust_punishment_y2hgu__e1_b_2482,1115
two_stage_trust_punishment_y2hgu__e1_b_2530,1099
two_stage_trust_punishment_y2hgu__e1_b_2601,1098
two_stage_trust_punishment_y2hgu__e1_b_286,1142
two_stage_trust_punishment_y2hgu__e1_b_338,1131
two_stage_trust_punishment_y2hgu__e1_b_351,1154
two_stage_trust_punishment_y2hgu__e1_b_38,1152
two_stage_trust_punishment_y2hgu__e1_b_417,1095
two_stage_trust_punishment_y2hgu__e1_b_536,1108
two_stage_trust_punishment_y2hgu__e1_b_571,1149
two_stage_trust_punishment_y2hgu__e1_b_590,1128
two_stage_trust_punishment_y2hgu__e1_b_727,1147
two_stage_trust_punishment_y2hgu__e1_b_756,1159
two_stage_trust_punishment_y2hgu__e1_b_759,1111
two_stage_trust_punishment_y2hgu__e1_b_76,1102
two_stage_trust_punishment_y2hgu__e1_b_889,1163
two_stage_trust_punishment_y2hgu__e1_b_93,1146
two_stage_trust_punishment_y2hgu__e1_b_98,1116
two_stage_trust_punishment_y2hgu__e1_b_982,1093
two_stage_trust_punishment_y2hgu__e1_b_997,1172
two_stage_trust_punishment_y2hgu__e2_a_1050,1173
two_stage_trust_punishment_y2hgu__e2_a_1178,1187
two_stage_trust_punishment_y2hgu__e2_a_1220,1204
two_stage_trust_punishment_y2hgu__e2_a_1263,1242
two_stage_trust_punishment_y2hgu__e2_a_1275,1202
two_stage_trust_punishment_y2hgu__e2_a_1297,1169
two_stage_trust_punishment_y2hgu__e2_a_1358,1178
two_stage_trust_punishment_y2hgu__e2_a_1446,1216
two_stage_trust_punishment_y2hgu__e2_a_1562,1168
two_stage_trust_punishment_y2hgu__e2_a_161,1248
two_stage_trust_punishment_y2hgu__e2_a_1626,1197
two_stage_trust_punishment_y2hgu__e2_a_1696,1205
two_stage_trust_punishment_y2hgu__e2_a_1729,1198
two_stage_trust_punishment_y2hgu__e2_a_1732,1176
two_stage_trust_punishment_y2hgu__e2_a_1881,1178
two_stage_trust_punishment_y2hgu__e2_a_1890,1176
two_stage_trust_punishment_y2hgu__e2_a_1892,1225
two_stage_trust_punishment_y2hgu__e2_a_2044,1168
two_stage_trust_punishment_y2hgu__e2_a_2066,1161
two_stage_trust_punishment_y2hgu__e2_a_2176,1146
two_stage_trust_punishment_y2hgu__e2_a_2191,1157
two_stage_trust_punishment_y2hgu__e2_a_2232,1228
two_stage_trust_punishment_y2hgu__e2_a_2312,1174
two_stage_trust_punishment_y2hgu__e2_a_2355,1162
two_stage_trust_punishment_y2hgu__e2_a_2393,1218
two_stage_trust_punishment_y2hgu__e2_a_2397,1192
two_stage_trust_punishment_y2hgu__e2_a_2417,1207
two_stage_trust_punishment_y2hgu__e2_a_2429,1166
two_stage_trust_punishment_y2hgu__e2_a_2444,1168
two_stage_trust_punishment_y2hgu__e2_a_2455,1164
two_stage_trust_punishment_y2hgu__e2_a_2483,1200
two_stage_trust_punishment_y2hgu__e2_a_2531,1167
two_stage_trust_punishment_y2hgu__e2_a_2599,1160
two_stage_trust_punishment_y2hgu__e2_a_286,1157
two_stage_trust_punishment_y2hgu__e2_a_330,1164
two_stage_trust_punishment_y2hgu__e2_a_359,1155
two_stage_trust_punishment_y2hgu__e2_a_378,1195
two_stage_trust_punishment_y2hgu__e2_a_415,1222
two_stage_trust_punishment_y2hgu__e2_a_528,1161
two_stage_trust_punishment_y2hgu__e2_a_55,1190
two_stage_trust_punishment_y2hgu__e2_a_567,1207
two_stage_trust_punishment_y2hgu__e2_a_694,1190
two_stage_trust_punishment_y2hgu__e2_a_731,1206
two_stage_trust_punishment_y2hgu__e2_a_734,1162
two_stage_trust_punishment_y2hgu__e2_a_741,1232
two_stage_trust_punishment_y2hgu__e2_a_880,1206
two_stage_trust_punishment_y2hgu__e2_a_936,1147
two_stage_trust_punishment_y2hgu__e2_a_968,1154
two_stage_trust_punishment_y2hgu__e2_a_978,1168
two_stage_trust_punishment_y2hgu__e2_a_987,1212
two_stage_trust_punishment_y2hgu__e2_a_105,1207
two_stage_trust_punishment_y2hgu__e2_a_1165,1217
two_stage_trust_punishment_y2hgu__e2_a_1217,1194
two_stage_trust_punishment_y2hgu__e2_a_126,1166
two_stage_trust_punishment_y2hgu__e2_a_1268,1159
two_stage_trust_punishment_y2hgu__e2_a_13,1177
two_stage_trust_punishment_y2hgu__e2_a_1351,1239
two_stage_trust_punishment_y2hgu__e2_a_1443,1157
two_stage_trust_punishment_y2hgu__e2_a_1548,1191
two_stage_trust_punishment_y2hgu__e2_a_1595,1194
two_stage_trust_punishment_y2hgu__e2_a_1614,1148
two_stage_trust_punishment_y2hgu__e2_a_1687,1163
two_stage_trust_punishment_y2hgu__e2_a_1720,1187
two_stage_trust_punishment_y2hgu__e2_a_1722,1223
two_stage_trust_punishment_y2hgu__e2_a_1878,1193
two_stage_trust_punishment_y2hgu__e2_a_1883,1195
two_stage_trust_punishment_y2hgu__e2_a_1886,1231
two_stage_trust_punishment_y2hgu__e2_a_2038,1163
two_stage_trust_punishment_y2hgu__e2_a_2058,1140
two_stage_trust_punishment_y2hgu__e2_a_2169,1214
two_stage_trust_punishment_y2hgu__e2_a_2183,1161
two_stage_trust_punishment_y2hgu__e2_a_2222,1189
two_stage_trust_punishment_y2hgu__e2_a_2307,1185
two_stage_trust_punishment_y2hgu__e2_a_2353,1205
two_stage_trust_punishment_y2hgu__e2_a_2388,1148
two_stage_trust_punishment_y2hgu__e2_a_239,1174
two_stage_trust_punishment_y2hgu__e2_a_2413,1170
two_stage_trust_punishment_y2hgu__e2_a_2426,1165
two_stage_trust_punishment_y2hgu__e2_a_2436,1196
two_stage_trust_punishment_y2hgu__e2_a_2454,1191
two_stage_trust_punishment_y2hgu__e2_a_2470,1200
two_stage_trust_punishment_y2hgu__e2_a_2508,1222
two_stage_trust_punishment_y2hgu__e2_a_2582,1221
two_stage_trust_punishment_y2hgu__e2_a_270,1152
two_stage_trust_punishment_y2hgu__e2_a_327,1157
two_stage_trust_punishment_y2hgu__e2_a_349,1141
two_stage_trust_punishment_y2hgu__e2_a_370,1191
two_stage_trust_punishment_y2hgu__e2_a_394,1163
two_stage_trust_punishment_y2hgu__e2_a_487,1240
two_stage_trust_punishment_y2hgu__e2_a_530,1202
two_stage_trust_punishment_y2hgu__e2_a_549,1197
two_stage_trust_punishment_y2hgu__e2_a_578,1224
two_stage_trust_punishment_y2hgu__e2_a_732,1213
two_stage_trust_punishment_y2hgu__e2_a_736,1218
two_stage_trust_punishment_y2hgu__e2_a_743,1209
two_stage_trust_punishment_y2hgu__e2_a_889,1217
two_stage_trust_punishment_y2hgu__e2_a_909,1215
two_stage_trust_punishment_y2hgu__e2_a_935,1185
two_stage_trust_punishment_y2hgu__e2_a_973,1189
two_stage_trust_punishment_y2hgu__e2_a_975,1164
two_stage_trust_punishment_y2hgu__e2_b_1049,1095
two_stage_trust_punishment_y2hgu__e2_b_1179,1073
two_stage_trust_punishment_y2hgu__e2_b_1231,1108
two_stage_trust_punishment_y2hgu__e2_b_128,1090
two_stage_trust_punishment_y2hgu__e2_b_1287,1100
two_stage_trust_punishment_y2hgu__e2_b_1300,1141
two_stage_trust_punishment_y2hgu__e2_b_138,1090
two_stage_trust_punishment_y2hgu__e2_b_146,1091
two_stage_trust_punishment_y2hgu__e2_b_1573,1059
two_stage_trust_punishment_y2hgu__e2_b_1620,1058
two_stage_trust_punishment_y2hgu__e2_b_1638,1126
two_stage_trust_punishment_y2hgu__e2_b_1711,1075
two_stage_trust_punishment_y2hgu__e2_b_1753,1154
two_stage_trust_punishment_y2hgu__e2_b_1754,1157
two_stage_trust_punishment_y2hgu__e2_b_1893,1066
two_stage_trust_punishment_y2hgu__e2_b_19,1139
two_stage_trust_punishment_y2hgu__e2_b_1901,1096
two_stage_trust_punishment_y2hgu__e2_b_2056,1116
two_stage_trust_punishment_y2hgu__e2_b_2081,1086
two_stage_trust_punishment_y2hgu__e2_b_2186,1125
two_stage_trust_punishment_y2hgu__e2_b_2192,1080
two_stage_trust_punishment_y2hgu__e2_b_2239,1113
two_stage_trust_punishment_y2hgu__e2_b_2316,1115
two_stage_trust_punishment_y2hgu__e2_b_2363,1100
two_stage_trust_punishment_y2hgu__e2_b_2400,1123
two_stage_trust_punishment_y2hgu__e2_b_2401,1139
two_stage_trust_punishment_y2hgu__e2_b_2430,1114
two_stage_trust_punishment_y2hgu__e2_b_2441,1108
two_stage_trust_punishment_y2hgu__e2_b_2457,1105
two_stage_trust_punishment_y2hgu__e2_b_2475,1076
two_stage_trust_punishment_y2hgu__e2_b_2497,1070
two_stage_trust_punishment_y2hgu__e2_b_2544,1158
two_stage_trust_punishment_y2hgu__e2_b_2614,1074
two_stage_trust_punishment_y2hgu__e2_b_280,1071
two_stage_trust_punishment_y2hgu__e2_b_338,1127
two_stage_trust_punishment_y2hgu__e2_b_365,1078
two_stage_trust_punishment_y2hgu__e2_b_397,1135
two_stage_trust_punishment_y2hgu__e2_b_413,1086
two_stage_trust_punishment_y2hgu__e2_b_526,1093
two_stage_trust_punishment_y2hgu__e2_b_548,1080
two_stage_trust_punishment_y2hgu__e2_b_57,1155
two_stage_trust_punishment_y2hgu__e2_b_707,1109
two_stage_trust_punishment_y2hgu__e2_b_750,1128
two_stage_trust_punishment_y2hgu__e2_b_756,1109
two_stage_trust_punishment_y2hgu__e2_b_758,1154
two_stage_trust_punishment_y2hgu__e2_b_885,1078
two_stage_trust_punishment_y2hgu__e2_b_924,1127
two_stage_trust_punishment_y2hgu__e2_b_980,1134
two_stage_trust_punishment_y2hgu__e2_b_981,1073
two_stage_trust_punishment_y2hgu__e2_b_991,1132
two_stage_trust_punishment_y2hgu__e2_b_1051,1160
two_stage_trust_punishment_y2hgu__e2_b_1196,1090
two_stage_trust_punishment_y2hgu__e2_b_1247,1153
two_stage_trust_punishment_y2hgu__e2_b_1292,1116
two_stage_trust_punishment_y2hgu__e2_b_1305,1166
two_stage_trust_punishment_y2hgu__e2_b_1323,1106
two_stage_trust_punishment_y2hgu__e2_b_1395,1153
two_stage_trust_punishment_y2hgu__e2_b_1481,1131
two_stage_trust_punishment_y2hgu__e2_b_1583,1105
two_stage_trust_punishment_y2hgu__e2_b_1631,1175
two_stage_trust_punishment_y2hgu__e2_b_1642,1095
two_stage_trust_punishment_y2hgu__e2_b_1709,1106
two_stage_trust_punishment_y2hgu__e2_b_1750,1099
two_stage_trust_punishment_y2hgu__e2_b_1757,1106
two_stage_trust_punishment_y2hgu__e2_b_1912,1105
two_stage_trust_punishment_y2hgu__e2_b_192,1155
two_stage_trust_punishment_y2hgu__e2_b_1921,1089
two_stage_trust_punishment_y2hgu__e2_b_2085,1097
two_stage_trust_punishment_y2hgu__e2_b_2103,1127
two_stage_trust_punishment_y2hgu__e2_b_2213,1087
two_stage_trust_punishment_y2hgu__e2_b_2220,1092
two_stage_trust_punishment_y2hgu__e2_b_226,1130
two_stage_trust_punishment_y2hgu__e2_b_2337,1125
two_stage_trust_punishment_y2hgu__e2_b_2385,1135
two_stage_trust_punishment_y2hgu__e2_b_2427,1122
two_stage_trust_punishment_y2hgu__e2_b_2432,1164
two_stage_trust_punishment_y2hgu__e2_b_2458,1095
two_stage_trust_punishment_y2hgu__e2_b_2473,1096
two_stage_trust_punishment_y2hgu__e2_b_2485,1092
two_stage_trust_punishment_y2hgu__e2_b_2503,1105
two_stage_trust_punishment_y2hgu__e2_b_2521,1121
two_stage_trust_punishment_y2hgu__e2_b_2563,1108
two_stage_trust_punishment_y2hgu__e2_b_266,1144
two_stage_trust_punishment_y2hgu__e2_b_299,1122
two_stage_trust_punishment_y2hgu__e2_b_356,1100
two_stage_trust_punishment_y2hgu__e2_b_373,1087
two_stage_trust_punishment_y2hgu__e2_b_406,1127
two_stage_trust_punishment_y2hgu__e2_b_430,1103
two_stage_trust_punishment_y2hgu__e2_b_547,1103
two_stage_trust_punishment_y2hgu__e2_b_561,1105
two_stage_trust_punishment_y2hgu__e2_b_594,1101
two_stage_trust_punishment_y2hgu__e2_b_724,1115
two_stage_trust_punishment_y2hgu__e2_b_762,1157
two_stage_trust_punishment_y2hgu__e2_b_765,1150
two_stage_trust_punishment_y2hgu__e2_b_773,1140
two_stage_trust_punishment_y2hgu__e2_b_907,1100
two_stage_trust_punishment_y2hgu__e2_b_948,1131
two_stage_trust_punishment_y2hgu__e2_b_989,1164
two_stage_trust_punishment_y2hgu__e2_b_992,1105
two_stage_trust_punishment_y2hgu__e2_b_998,1113
two_stage_trust_punishment_y2hgu__e3a_a_1021,1146
two_stage_trust_punishment_y2hgu__e3a_a_109,1163
two_stage_trust_punishment_y2hgu__e3a_a_1122,1139
two_stage_trust_punishment_y2hgu__e3a_a_1148,1174
two_stage_trust_punishment_y2hgu__e3a_a_1152,1213
two_stage_trust_punishment_y2hgu__e3a_a_1165,1181
two_stage_trust_punishment_y2hgu__e3a_a_1195,1160
two_stage_trust_punishment_y2hgu__e3a_a_1248,1167
two_stage_trust_punishment_y2hgu__e3a_a_1302,1161
two_stage_trust_punishment_y2hgu__e3a_a_142,1189
two_stage_trust_punishment_y2hgu__e3a_a_155,1181
two_stage_trust_punishment_y2hgu__e3a_a_180,1156
two_stage_trust_punishment_y2hgu__e3a_a_2,1198
two_stage_trust_punishment_y2hgu__e3a_a_200,1163
two_stage_trust_punishment_y2hgu__e3a_a_283,1194
two_stage_trust_punishment_y2hgu__e3a_a_289,1155
two_stage_trust_punishment_y2hgu__e3a_a_29,1182
two_stage_trust_punishment_y2hgu__e3a_a_36,1179
two_stage_trust_punishment_y2hgu__e3a_a_367,1159
two_stage_trust_punishment_y2hgu__e3a_a_425,1152
two_stage_trust_punishment_y2hgu__e3a_a_430,1167
two_stage_trust_punishment_y2hgu__e3a_a_444,1207
two_stage_trust_punishment_y2hgu__e3a_a_483,1148
two_stage_trust_punishment_y2hgu__e3a_a_52,1189
two_stage_trust_punishment_y2hgu__e3a_a_538,1177
two_stage_trust_punishment_y2hgu__e3a_a_539,1210
two_stage_trust_punishment_y2hgu__e3a_a_551,1180
two_stage_trust_punishment_y2hgu__e3a_a_558,1207
two_stage_trust_punishment_y2hgu__e3a_a_568,1153
two_stage_trust_punishment_y2hgu__e3a_a_578,1161
two_stage_trust_punishment_y2hgu__e3a_a_590,1177
two_stage_trust_punishment_y2hgu__e3a_a_606,1207
two_stage_trust_punishment_y2hgu__e3a_a_644,1156
two_stage_trust_punishment_y2hgu__e3a_a_655,1186
two_stage_trust_punishment_y2hgu__e3a_a_68,1215
two_stage_trust_punishment_y2hgu__e3a_a_69,1217
two_stage_trust_punishment_y2hgu__e3a_a_701,1232
two_stage_trust_punishment_y2hgu__e3a_a_714,1200
two_stage_trust_punishment_y2hgu__e3a_a_777,1155
two_stage_trust_punishment_y2hgu__e3a_a_790,1199
two_stage_trust_punishment_y2hgu__e3a_a_802,1193
two_stage_trust_punishment_y2hgu__e3a_a_868,1171
two_stage_trust_punishment_y2hgu__e3a_a_880,1165
two_stage_trust_punishment_y2hgu__e3a_a_882,1202
two_stage_trust_punishment_y2hgu__e3a_a_886,1167
two_stage_trust_punishment_y2hgu__e3a_a_955,1150
two_stage_trust_punishment_y2hgu__e3a_a_973,1162
two_stage_trust_punishment_y2hgu__e3a_a_989,1213
two_stage_trust_punishment_y2hgu__e3a_a_992,1199
two_stage_trust_punishment_y2hgu__e3a_a_997,1188
two_stage_trust_punishment_y2hgu__e3a_a_1028,1181
two_stage_trust_punishment_y2hgu__e3a_a_1088,1207
two_stage_trust_punishment_y2hgu__e3a_a_1110,1217
two_stage_trust_punishment_y2hgu__e3a_a_1126,1160
two_stage_trust_punishment_y2hgu__e3a_a_113,1189
two_stage_trust_punishment_y2hgu__e3a_a_114,1229
two_stage_trust_punishment_y2hgu__e3a_a_117,1191
two_stage_trust_punishment_y2hgu__e3a_a_1211,1156
two_stage_trust_punishment_y2hgu__e3a_a_1261,1160
two_stage_trust_punishment_y2hgu__e3a_a_128,1138
two_stage_trust_punishment_y2hgu__e3a_a_1290,1156
two_stage_trust_punishment_y2hgu__e3a_a_159,1210
two_stage_trust_punishment_y2hgu__e3a_a_19,1196
two_stage_trust_punishment_y2hgu__e3a_a_191,1170
two_stage_trust_punishment_y2hgu__e3a_a_261,1176
two_stage_trust_punishment_y2hgu__e3a_a_264,1156
two_stage_trust_punishment_y2hgu__e3a_a_265,1149
two_stage_trust_punishment_y2hgu__e3a_a_336,1165
two_stage_trust_punishment_y2hgu__e3a_a_354,1172
two_stage_trust_punishment_y2hgu__e3a_a_410,1148
two_stage_trust_punishment_y2hgu__e3a_a_414,1161
two_stage_trust_punishment_y2hgu__e3a_a_44,1189
two_stage_trust_punishment_y2hgu__e3a_a_481,1179
two_stage_trust_punishment_y2hgu__e3a_a_5,1214
two_stage_trust_punishment_y2hgu__e3a_a_511,1147
two_stage_trust_punishment_y2hgu__e3a_a_512,1184
two_stage_trust_punishment_y2hgu__e3a_a_522,1135
two_stage_trust_punishment_y2hgu__e3a_a_53,1206
two_stage_trust_punishment_y2hgu__e3a_a_537,1208
two_stage_trust_punishment_y2hgu__e3a_a_545,1189
two_stage_trust_punishment_y2hgu__e3a_a_557,1192
two_stage_trust_punishment_y2hgu__e3a_a_574,1177
two_stage_trust_punishment_y2hgu__e3a_a_617,1153
two_stage_trust_punishment_y2hgu__e3a_a_633,1147
two_stage_trust_punishment_y2hgu__e3a_a_663,1213
two_stage_trust_punishment_y2hgu__e3a_a_673,1207
