unit_id,twin_pid,headline,summary,background_summary,age_bracket,sex_assigned_at_birth,education_harmonized,match_level,reuse_count_before,reuse_count_after
0qjdnsy8,1332,"Cooperation-oriented, more intuitive, empathic","Strongest supported tendencies are cooperation-oriented, more intuitive, and empathic. Cooperative self-report and direct allocation behavior point in the same general direction.",Age: 30-49; Sex assigned at birth: Male; Completed education: High school graduate.,30-49,male,high school,full_pool_unadjusted,0,1
0qle7ojp,530,"Reflective, inequality-tolerant, cooperation-oriented","Strongest supported tendencies are reflective, inequality-tolerant, and cooperation-oriented. Cooperative self-report and direct allocation behavior point in the same general direction. Fairness-enforcement signals are relatively weak.",Age: 65+; Sex assigned at birth: Male; Completed education: High school graduate.,65+,male,high school,full_pool_unadjusted,0,1
0qncdp9c,1267,"Structure-seeking, short-horizon, cooperation-oriented","Strongest supported tendencies are structure-seeking, short-horizon, and cooperation-oriented. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.","Age: 65+; Sex assigned at birth: Male; Completed education: Some college, no degree.",65+,male,high school,full_pool_unadjusted,0,1
0qypvj20,1573,"Empathic, generosity-forward, structure-seeking","Strongest supported tendencies are empathic, generosity-forward, and structure-seeking. Cooperative self-report and direct allocation behavior point in the same general direction. Fairness-enforcement signals are relatively weak.","Age: 18-29; Sex assigned at birth: Female; Completed education: Some college, no degree.",18-29,female,high school,full_pool_unadjusted,0,1
0qzrk6y4,790,"Behaviorally stable, cooperation-oriented, short-horizon","Strongest supported tendencies are behaviorally stable, cooperation-oriented, and short-horizon. Cooperative self-report and direct allocation behavior point in the same general direction.",Age: 50-64; Sex assigned at birth: Female; Completed education: High school graduate.,50-64,female,high school,full_pool_unadjusted,0,1
0rkfpg4y,949,"Strong logical reasoner, inequality-tolerant, structure-seeking","Strongest supported tendencies are strong logical reasoner, inequality-tolerant, and structure-seeking. Cooperative self-report and direct allocation behavior point in the same general direction. Fairness-enforcement signals are relatively weak.",Age: 50-64; Sex assigned at birth: Male; Completed education: College graduate/some postgrad.,50-64,male,college/postsecondary,full_pool_unadjusted,0,1
0rst3pzg,2053,"Reflective, behaviorally stable, cooperation-oriented","Strongest supported tendencies are reflective, behaviorally stable, and cooperation-oriented. Cooperative self-report and direct allocation behavior point in the same general direction. Fairness-enforcement signals are relatively weak.",Age: 65+; Sex assigned at birth: Male; Completed education: College graduate/some postgrad.,65+,male,college/postsecondary,full_pool_unadjusted,0,1
0run6fwe,1657,"Inequality-tolerant, behaviorally stable, patient","Strongest supported tendencies are inequality-tolerant, behaviorally stable, and patient. Cooperative self-report and direct allocation behavior point in the same general direction. Fairness-enforcement signals are relatively weak.",Age: 30-49; Sex assigned at birth: Male; Completed education: College graduate/some postgrad.,30-49,male,college/postsecondary,full_pool_unadjusted,0,1
0txfdz91,2019,"Inequality-tolerant, empathic, strong logical reasoner","Strongest supported tendencies are inequality-tolerant, empathic, and strong logical reasoner. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.","Age: 50-64; Sex assigned at birth: Female; Completed education: Some college, no degree.",50-64,female,high school,full_pool_unadjusted,0,1
0uddip6e,782,"Behaviorally stable, patient, socially adaptive","Strongest supported tendencies are behaviorally stable, patient, and socially adaptive. Social evidence is mixed between self-report and direct allocation tasks.",Age: 30-49; Sex assigned at birth: Female; Completed education: Postgraduate.,30-49,female,postgraduate,full_pool_unadjusted,0,1
0uv2u7fc,1411,"Behaviorally stable, empathic, cooperation-oriented","Strongest supported tendencies are behaviorally stable, empathic, and cooperation-oriented. Social evidence is mixed between self-report and direct allocation tasks.",Age: 65+; Sex assigned at birth: Female; Completed education: Associate's degree.,65+,female,college/postsecondary,full_pool_unadjusted,0,1
0w0ctdq7,1956,"Strong logical reasoner, structure-seeking, patient","Strongest supported tendencies are strong logical reasoner, structure-seeking, and patient. Social evidence is mixed between self-report and direct allocation tasks.",Age: 18-29; Sex assigned at birth: Female; Completed education: College graduate/some postgrad.,18-29,female,college/postsecondary,full_pool_unadjusted,0,1
0wflnbp0,1339,"More intuitive, inequality-tolerant, behaviorally stable","Strongest supported tendencies are more intuitive, inequality-tolerant, and behaviorally stable. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.",Age: 50-64; Sex assigned at birth: Female; Completed education: Associate's degree.,50-64,female,college/postsecondary,full_pool_unadjusted,0,1
0wupqta6,1730,"Inequality-tolerant, empathic, structure-seeking","Strongest supported tendencies are inequality-tolerant, empathic, and structure-seeking. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.",Age: 30-49; Sex assigned at birth: Female; Completed education: College graduate/some postgrad.,30-49,female,college/postsecondary,full_pool_unadjusted,0,1
0x1heyif,1417,"Behaviorally stable, inequality-tolerant, more intuitive","Strongest supported tendencies are behaviorally stable, inequality-tolerant, and more intuitive. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.","Age: 30-49; Sex assigned at birth: Female; Completed education: Some college, no degree.",30-49,female,high school,full_pool_unadjusted,0,1
0x8u9a82,1449,"Structure-seeking, more intuitive, empathic","Strongest supported tendencies are structure-seeking, more intuitive, and empathic. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.",Age: 18-29; Sex assigned at birth: Female; Completed education: Associate's degree.,18-29,female,college/postsecondary,full_pool_unadjusted,0,1
0xr34tdz,801,"Structure-seeking, cooperation-oriented, empathic","Strongest supported tendencies are structure-seeking, cooperation-oriented, and empathic. Social evidence is mixed between self-report and direct allocation tasks.","Age: 50-64; Sex assigned at birth: Male; Completed education: Some college, no degree.",50-64,male,high school,full_pool_unadjusted,0,1
0y8l8fyi,1802,"Behaviorally stable, patient, strong logical reasoner","Strongest supported tendencies are behaviorally stable, patient, and strong logical reasoner. Social evidence is mixed between self-report and direct allocation tasks.",Age: 30-49; Sex assigned at birth: Male; Completed education: College graduate/some postgrad.,30-49,male,college/postsecondary,full_pool_unadjusted,0,1
0yglyhdd,279,"Strong logical reasoner, cooperation-oriented, structure-seeking","Strongest supported tendencies are strong logical reasoner, cooperation-oriented, and structure-seeking. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.",Age: 30-49; Sex assigned at birth: Male; Completed education: College graduate/some postgrad.,30-49,male,college/postsecondary,full_pool_unadjusted,0,1
0zjur574,1192,"Reflective, inequality-tolerant, moderately empathic","Strongest supported tendencies are reflective, inequality-tolerant, and moderately empathic. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.","Age: 30-49; Sex assigned at birth: Male; Completed education: Some college, no degree.",30-49,male,high school,full_pool_unadjusted,0,1
10sh2gpu,1485,"Strong logical reasoner, behaviorally stable, structure-seeking","Strongest supported tendencies are strong logical reasoner, behaviorally stable, and structure-seeking. Social evidence is mixed between self-report and direct allocation tasks.",Age: 30-49; Sex assigned at birth: Female; Completed education: High school graduate.,30-49,female,high school,full_pool_unadjusted,0,1
11ap908k,1740,"Empathic, reflective, patient","Strongest supported tendencies are empathic, reflective, and patient. Cooperative self-report and direct allocation behavior point in the same general direction. Fairness-enforcement signals are relatively weak.","Age: 30-49; Sex assigned at birth: Female; Completed education: Some college, no degree.",30-49,female,high school,full_pool_unadjusted,0,1
11iudqza,1082,"Resource-protective, structure-seeking, short-horizon","Strongest supported tendencies are resource-protective, structure-seeking, and short-horizon. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.",Age: 30-49; Sex assigned at birth: Female; Completed education: High school graduate.,30-49,female,high school,full_pool_unadjusted,1,2
13knq10i,773,"Strong logical reasoner, empathic, inequality-tolerant","Strongest supported tendencies are strong logical reasoner, empathic, and inequality-tolerant. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.",Age: 30-49; Sex assigned at birth: Female; Completed education: High school graduate.,30-49,female,high school,full_pool_unadjusted,0,1
13sjb2ga,639,"Inequality-tolerant, resource-protective, patient","Strongest supported tendencies are inequality-tolerant, resource-protective, and patient. Both self-report and direct allocation behavior lean resource-protective rather than generous. Fairness-enforcement signals are relatively weak.",Age: 50-64; Sex assigned at birth: Female; Completed education: College graduate/some postgrad.,50-64,female,college/postsecondary,full_pool_unadjusted,0,1
1487v36b,871,"Reflective, behaviorally stable, empathic","Strongest supported tendencies are reflective, behaviorally stable, and empathic. Social evidence is mixed between self-report and direct allocation tasks.",Age: 65+; Sex assigned at birth: Female; Completed education: Postgraduate.,65+,female,postgraduate,full_pool_unadjusted,0,1
14u2q57s,1000,"Strong logical reasoner, patient, inequality-tolerant","Strongest supported tendencies are strong logical reasoner, patient, and inequality-tolerant. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.",Age: 30-49; Sex assigned at birth: Male; Completed education: High school graduate.,30-49,male,high school,full_pool_unadjusted,0,1
14xode0l,1480,"Strong logical reasoner, patient, empathic","Strongest supported tendencies are strong logical reasoner, patient, and empathic. Cooperative self-report and direct allocation behavior point in the same general direction. Fairness-enforcement signals are relatively weak.",Age: 65+; Sex assigned at birth: Male; Completed education: College graduate/some postgrad.,65+,male,college/postsecondary,full_pool_unadjusted,0,1
17f6k3tr,1831,"More intuitive, patient, structure-seeking","Strongest supported tendencies are more intuitive, patient, and structure-seeking. Social evidence is mixed between self-report and direct allocation tasks.",Age: 18-29; Sex assigned at birth: Female; Completed education: College graduate/some postgrad.,18-29,female,college/postsecondary,full_pool_unadjusted,0,1
17gdc6e8,151,"Behaviorally stable, strong logical reasoner, cooperation-oriented","Strongest supported tendencies are behaviorally stable, strong logical reasoner, and cooperation-oriented. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively strong.",Age: 18-29; Sex assigned at birth: Male; Completed education: High school graduate.,18-29,male,high school,full_pool_unadjusted,0,1
18rzbjbi,1923,"Behaviorally stable, reflective, cooperation-oriented","Strongest supported tendencies are behaviorally stable, reflective, and cooperation-oriented. Cooperative self-report and direct allocation behavior point in the same general direction.",Age: 50-64; Sex assigned at birth: Female; Completed education: College graduate/some postgrad.,50-64,female,college/postsecondary,full_pool_unadjusted,0,1
1959vpc4,1094,"Patient, empathic, more intuitive","Strongest supported tendencies are patient, empathic, and more intuitive. Social evidence is mixed between self-report and direct allocation tasks.",Age: 30-49; Sex assigned at birth: Female; Completed education: College graduate/some postgrad.,30-49,female,college/postsecondary,full_pool_unadjusted,0,1
19bqssvb,737,"Behaviorally stable, empathic, structure-seeking","Strongest supported tendencies are behaviorally stable, empathic, and structure-seeking. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.","Age: 50-64; Sex assigned at birth: Female; Completed education: Some college, no degree.",50-64,female,high school,full_pool_unadjusted,0,1
19jvjk5y,1385,"More intuitive, behaviorally stable, patient","Strongest supported tendencies are more intuitive, behaviorally stable, and patient. Social evidence is mixed between self-report and direct allocation tasks.",Age: 65+; Sex assigned at birth: Male; Completed education: Postgraduate.,65+,male,postgraduate,full_pool_unadjusted,0,1
19xtwful,1177,"Reflective, inequality-tolerant, empathic","Strongest supported tendencies are reflective, inequality-tolerant, and empathic. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.",Age: 65+; Sex assigned at birth: Female; Completed education: College graduate/some postgrad.,65+,female,college/postsecondary,full_pool_unadjusted,0,1
1a26yhab,524,"Cooperation-oriented, patient, generosity-forward","Strongest supported tendencies are cooperation-oriented, patient, and generosity-forward. Cooperative self-report and direct allocation behavior point in the same general direction.",Age: 65+; Sex assigned at birth: Female; Completed education: Associate's degree.,65+,female,college/postsecondary,full_pool_unadjusted,0,1
1b9tpbk9,663,"Behaviorally stable, empathic, socially adaptive","Strongest supported tendencies are behaviorally stable, empathic, and socially adaptive. Cooperative self-report and direct allocation behavior point in the same general direction.",Age: 50-64; Sex assigned at birth: Female; Completed education: Associate's degree.,50-64,female,college/postsecondary,full_pool_unadjusted,0,1
1bk4p145,1481,"Strong logical reasoner, cooperation-oriented, behaviorally stable","Strongest supported tendencies are strong logical reasoner, cooperation-oriented, and behaviorally stable. Social evidence is mixed between self-report and direct allocation tasks. Fairness-enforcement signals are relatively weak.",Age: 30-49; Sex assigned at birth: Male; Completed education: Postgraduate.,30-49,male,postgraduate,full_pool_unadjusted,0,1
